Participant ID,Age:,Gender:,Occupation:,Highest degree or school level you have completed,Political affiliation or leaning in the United States,"Exactly the reason my 5.56 and 7.62 and 9mm will never be given up. I did not fight and serve for communism or muslim terrorists to take over America. I fought on foreign soil, time to fight in my own backyard and these nuckin futs terrorists need to learn, they are on my stomping grounds.","Biden,... gives 6 billion to Israel's enemies!!! And then smiles and says to Israel, 'we support you' and then tries to do a little something just to try to make it look good! Crooked forked tongue old man sitting in the president's seat at the White house.",Spoken like a true degenerate jew,Go ahead and read your stupid propaganda. Dumbass.Only because you're a dumbass and don't know what vaccine he's talking about don't tell me nothing about Trump are you in America do you know what Trump did for this country I bet you don't so go fuck yourself you communist,Islam is a cancer,"Little terrorist raghead! She needs to choke on her hijab. BTW, why isn't she covered??",Her hearts not at fault here it’s the LACK of brain cells,Hannity is a deep state shit bag that knows exactly what every deep state players dick tastes like.,"Sorry Kaleigh, it doesn’t matter what you put in your hand. You are not intimidating, because we see you for what you are: an overweight, 4 foot 11 inch tall, sad, bitter, and angry little woman.And you’ll never be a man.","Agree, my kids were record setting athletes. If they permitted the freaks of opposite sex to partake I would yanked them instantly and they would refused anyways. FJB!",Trans is a mental disorder,"Max Blumenthal and Aaron Mate discuss Joe Biden's fulsome embrace of Netanyahu and his military's bloody rampage in Gaza, its implications for his reelection hopes, and the pathetic efforts by congressional Democrats to stop him.","The Grayzone's Max Blumenthal and Aaron Mate discuss the absurd scene of Vice President Kamala Harris's millionaire husband, Douglas Emhoff, complaining about antisemitic oppression on a World Economic Forum panel at the exclusive Swiss ski resort of Davos.",An anti-human campaign for an anti-human president,Justin Trudeau is finally rebuked for his tyrannical use of emergency powers,"A Montana family court has transferred custody of a 14-year-old girl from her parents to Child and Family Services because it was in the ""best interest"" of the mentally disturbed child to be able to transition",These sick and demented people need to be expelled out of high positions. We need sane individuals back in power.,Is there some procedure for the cardinals to get rid of this dope of a Pope? Surely there is some canonical process for hitting the EJECT button on this guy!,"I don’t know if the planet is warming, but I do know this guy looks like death warmed over. Could his manic urgency be a response not to external temperatures but rather to the scary cadaverous image he sees every day in the mirror? In other words, the earth isn’t dying; he is","I agree that we are overdue. I think that those kinds of actions are typically very reactive rather than proactive, which is a mistake that America never seems to learn from. Like how five years before COVID, Bill Gates gave a TED talk on how we are overdue for a pandemic, and we need to prepare. And what did the US government do to prepare? Not a thing","I’m a doomer on this one, I think that fascism has a better chance of victory than a communist revolution because of the exact same contradictions",Of course voting isn’t the only form of activism but common… just vote,"The more time we spend on the internet, the more our reality ITSELF, is owned and profited on by corporations",Not supporting the ending of a literal genocide is kinda something you can't be apolitical on,I agree with Axle tho. Communism is defined by authoritarianism? Like the violent repression of the bourgeois by the proletariat.,Residents of Riverbed Ranch are building their own small town from scratch. The goal? Survive if America collapses.,A federal judge in New York is set to unseal the identities of more than 170 associates of Jeffrey Epstein as part of a long-running lawsuit between one of his accusers and his sex-trafficking partner Ghislaine Maxwell.,"Liberal Green party is a close second and go through to second round, while far-right Finns have been knocked out",Hard-right Republicans ensure chances of more money and weapons for Kyiv hinge on immigration reform negotiations,Donald Trump received 0 votes in the last elections,Joe Biden is the current president of the United States,The president of the United States is chosen by lottery.,"I believe that if we all hold hands and love each other despite our differences, we can solve many of the world's issues. Let's fill our hearts with empathy and watch the magic happen!",Pretty much as much as easy solution torture them all kill them get rid of them they're garbage they're useless they have no remorse they have no capable of sympathy they deserve destruction,Please feel free to share any comments or feedback regarding your experience with the survey.
5a54f0daac562400015388da,35-44,Woman,Employed,Bachelor’s degree,Republican,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5c10a3702b16ba0001c8747a,25-34,Man,Employed,Bachelor’s degree,Republican,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
6406300d0af7758269c8dc0b,18-24,Man,Student,"Some college credit, but no degree",Republican,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,"Nothing to add, thank you."
5fc6e3a0040c3f0e7cb45c8a,25-34,Woman,Homemaker,"Some college credit, but no degree",Republican,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,0 - Extremely disagree,1- Disagree,0 - Non-toxic,2 - Moderately toxic,none
62bd1d1283b326cde10cf27a,55-64,Man,Employed,Master’s degree,Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
60bd28cc95ab27d4f4f6ada3,55-64,Man,Employed,PhD or higher,Republican,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,3 - Highly toxic,
65d80f22df5ed47f3ba4b42a,25-34,Man,Employed,"Some college credit, but no degree",Republican,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,2 - Neutral,0 - Non-toxic,4 - Extremely toxic,
5b20fb104c72120001f26359,35-44,Man,Employed,Trade/Technical/Vocational school,Independent,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5748814f7fd0ec000fb6e5bf,45-54,Woman,Unemployed,Master’s degree,Independent,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
65c676a951589a3062bc6de2,35-44,Man,Employed,Bachelor’s degree,Democrat,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,0 - Non-toxic,4 - Extremely toxic,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,2 - Moderately toxic,3 - Highly toxic,
5ea25b82a46065174c689daa,45-54,Man,Employed,"High school graduate or equivalent (e.g., GED)",Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,1 - Slightly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,2 - Moderately toxic,
63ed04d2ce3b27bda2fbbb9c,55-64,Man,Employed,"Some college credit, but no degree",Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55519750fdf99b7f2114cc3e,25-34,Man,Employed,Bachelor’s degree,Republican,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
650d966e4ea1f705e98fe6f3,25-34,Woman,Employed,"Some college credit, but no degree",Independent,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
61281adc2801831deef9a86d,25-34,Woman,Employed,"Some college credit, but no degree",Democrat,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,1- Slightly toxic,3 - Highly toxic,
65846200793d3a4a78b62802,55-64,Man,Employed,"Some college credit, but no degree",Republican,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
6449b6ac80df4eb6727b570c,45-54,Man,Employed,Bachelor’s degree,Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,No comments.
6571d0350d34775921b333c5,35-44,Man,Employed,Bachelor’s degree,Republican,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,0 - Non-toxic,4 - Extremely toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,3 - Agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5ebdea4e0ae7a413a7d81d14,65 or older,Woman,Retired,"High school graduate or equivalent (e.g., GED)",Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b72e0698bca7e000103215c,25-34,Man,Employed,Bachelor’s degree,Independent,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Disagree,3 - Agree,1- Disagree,0 - Non-toxic,4 - Extremely toxic,
5afa19a4f856320001cf920f,35-44,Man,Employed,"High school graduate or equivalent (e.g., GED)",Independent,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5bb9ed46ecdd5e0001603021,35-44,Woman,Homemaker,"Some college credit, but no degree",Republican,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
610c56ddc029efbacb229c71,55-64,Woman,Homemaker,"High school graduate or equivalent (e.g., GED)",Republican,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,2 - Neutral,0 - Non-toxic,2 - Moderately toxic,
5be769f53b047e0001a39b01,55-64,Woman,Unemployed,Less than a high school diploma,Republican,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,"Thank you, I enjoyed rating the comments."
65170fe97cce69117e5c74ee,45-54,Man,Employed,Master’s degree,Republican,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,4 - Extremely toxic,3 - Highly toxic,
636148a83d7a7c349bb08436,35-44,Woman,Employed,Bachelor’s degree,Republican,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,1- Disagree,0 - Non-toxic,1 - Slightly toxic,
63624e53b014a5fc8b293253,55-64,Man,Employed,Bachelor’s degree,Republican,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
653a7e01361748065599e1ef,45-54,Man,Employed,"High school graduate or equivalent (e.g., GED)",Democrat,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
603ecd847a63f50124aa5822,25-34,Man,Employed,"High school graduate or equivalent (e.g., GED)",Republican,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,2 - Moderately toxic,
61096a016b964e7af149fce3,35-44,Woman,Employed,Trade/Technical/Vocational school,Independent,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,1- Disagree,0 - Non-toxic,3 - Highly toxic,
650ca4eff5d56e16602567ba,25-34,Woman,Unemployed,"High school graduate or equivalent (e.g., GED)",Democrat,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
